,open,high,low,close,volume,MA20,MA50,RSI,MA_short,MA_long,cross_up,cross_down,position,returns,strategy_returns,cumulative_returns,cumulative_strategy
2025-03-12 22:50:31.734158,26381.092889988515,26945.48708075524,26500.327795662124,26663.013408927898,7224.105242218406,29021.65439665665,,23.73467974740896,29021.65439665665,,False,False,0,-0.006457813081337971,-0.0,0.8800246991693919,1.0
2025-03-12 23:50:31.734158,26247.950933423534,26433.288233703835,26229.6225193416,26303.701770357387,6807.929134776293,28715.467518065714,,24.76368054003605,28715.467518065714,,False,False,0,-0.013476032624661904,-0.0,0.8681654576128769,1.0
2025-03-13 00:50:31.734158,27425.449119398527,27878.471933580768,26959.685256253866,27416.781009829872,5985.28943862277,28478.820877617138,,35.263321042133555,28478.820877617138,,False,False,0,0.04231644842958393,0.0,0.9049031364282983,1.0
2025-03-13 01:50:31.734158,27372.59059246133,27721.869251092037,26808.7335361904,27410.395003754238,5375.173127021307,28234.510452279454,,38.378345570189076,28234.510452279454,,False,False,0,-0.0002329232623387023,-0.0,0.9046923634376609,1.0
2025-03-13 02:50:31.734158,26622.358392054488,26934.675947394542,26685.18889278259,26777.480775147815,4779.287576027575,28015.86710641282,,39.77099303392533,28015.86710641282,,False,False,0,-0.023090299447335094,-0.0,0.883802745858168,1.0
2025-03-13 03:50:31.734158,27025.131620025106,27379.876575261318,27270.15897694084,27272.720051176853,9252.088269564563,27873.647642884676,,35.52794768311462,27873.647642884676,,False,False,0,0.01849461792868401,0.0,0.9001483399671366,1.0
2025-03-13 04:50:31.734158,26473.701654458277,26548.34175210442,26449.053911864004,26541.926189961367,1085.6292478943078,27711.671495734627,,32.035899296064116,27711.671495734627,,False,False,0,-0.026795782006494462,-0.0,0.8760281612758694,1.0
2025-03-13 05:50:31.734158,26788.654390150583,26807.48500372823,26449.020363524673,26668.956675731344,1481.406634242238,27586.346190044755,,32.97166475762228,27586.346190044755,,False,False,0,0.004786031159186299,0.0,0.8802208593520603,1.0
2025-03-13 06:50:31.734158,25654.99986294996,25790.612582909896,24936.891016623882,25494.866930170596,5432.612189523837,27392.803360660637,,31.338588891919215,27392.803360660637,,False,False,0,-0.04402458483234051,-0.0,0.8414695014583199,1.0
2025-03-13 07:50:31.734158,24846.34825873589,25108.773783900375,24258.568395114933,24699.66762959866,3974.5907362377375,27186.655672075198,,29.2181084370839,27186.655672075198,,False,False,0,-0.03119056485958338,-0.0,0.8152235923957228,1.0
2025-03-13 08:50:31.734158,24718.244379812135,25297.23366402738,24537.056632076074,24819.496699887266,4674.071917929278,27028.78293160589,,29.739361160867688,27028.78293160589,,False,False,0,0.004851444646364778,0.0,0.8191786045286413,1.0
2025-03-13 09:50:31.734158,25118.551126879698,25276.189643615126,24980.494579108992,25264.28897665164,9980.636676030472,26849.094725468796,,37.395488246865725,26849.094725468796,,False,False,0,0.017921083660265902,0.0,0.833859172833099,1.0
2025-03-13 10:50:31.734158,25431.817450545772,25983.535761921703,25157.67505831889,25368.822274132734,7976.212292765981,26681.320856782004,,36.238747075294896,26681.320856782004,,False,False,0,0.004137591110428662,0.0,0.8373093411339626,1.0
2025-03-13 11:50:31.734158,25381.489422893195,25402.10427154657,25289.180558325195,25301.145633466916,8896.671603894025,26508.051693482917,,37.90094274271099,26508.051693482917,,False,False,0,-0.0026677092036244687,-0.0,0.8350756432983388,1.0
2025-03-13 12:50:31.734158,25172.46144064546,25222.79305420217,24937.15865865833,25122.195744880468,4317.1710782105265,26368.491864902568,,37.86724299640459,26368.491864902568,,False,False,0,-0.007072797855830815,-0.0,0.8291693220789618,1.0
2025-03-13 13:50:31.734158,23992.722687167694,24583.838894715114,24231.750211290702,24236.794879427136,3156.0439600555915,26200.90785834694,,34.969948460247466,26200.90785834694,,False,False,0,-0.03524376907355975,-0.0,0.7999462699687307,1.0
2025-03-13 14:50:31.734158,23703.412807403904,23915.87404212058,23706.055980551184,23806.60068315743,7911.914214902015,26008.40084784818,,20.852871466886157,26008.40084784818,,False,False,0,-0.01774963225995141,-0.0,0.7857475178490659,1.0
2025-03-13 15:50:31.734158,23528.43657671192,23857.034903336982,23189.861641489577,23531.929749348685,8268.184848314013,25836.604481543298,,19.98702420169404,25836.604481543298,,False,False,0,-0.011537595705676251,-0.0,0.7766818806613848,1.0
2025-03-13 16:50:31.734158,24226.790654426735,24557.433830976457,24130.95041094907,24167.915413847157,5949.086013767688,25685.250841474608,,29.81582812392432,25685.250841474608,,False,False,0,0.027026498518085917,0.0,0.7976728723581039,1.0
2025-03-13 17:50:31.734158,24469.31736547724,24878.141651465456,24174.47110806694,24375.798716355363,9063.473631825738,25562.224910790545,,26.550854087605927,25562.224910790545,,False,False,0,0.008601623224363752,0.0,0.8045341538624243,1.0
2025-03-13 18:50:31.734158,23336.50668681147,23443.053844332208,23083.26236695419,23319.686951904838,9705.927311157931,25395.058587939388,28070.77799141705,25.22249255812639,25395.058587939388,28070.77799141705,False,False,0,-0.04332624242347016,-0.0,0.7696767120742195,1.0
2025-03-13 19:50:31.734158,23554.742973635235,23559.527240361975,23386.581060876586,23515.84966230884,5239.186105881791,25255.66598253696,27935.13441482709,26.009154879494446,25255.66598253696,27935.13441482709,False,False,0,0.008411892955877631,0.0,0.7761511501868197,1.0
2025-03-13 20:50:31.734158,23296.393725663012,23545.636570386687,23210.081553788743,23286.512622826176,3004.0000100265897,25049.152563186777,27796.529022486196,30.376208704599264,25049.152563186777,27796.529022486196,False,False,0,-0.009752445383687136,-0.0,0.7685817784851368,1.0
2025-03-13 21:50:31.734158,22960.513709984843,23099.071425752627,22721.892605705776,22882.071751409723,5654.0179634618235,24822.73640056955,27642.028303684416,32.643174127912474,24822.73640056955,27642.028303684416,False,False,0,-0.017368030927052858,-0.0,0.7552330263864376,1.0
2025-03-13 22:50:31.734158,23287.161721057302,23432.508693928838,22879.312140711707,23250.789853481365,9905.79901308073,24646.401854486227,27476.59134207183,35.69965736574606,24646.401854486227,27476.59134207183,False,False,0,0.016113842578477477,0.0,0.7674027324836958,1.0
2025-03-13 23:50:31.734158,23878.948047652942,23988.371793655217,23465.11247442692,23871.10189574606,3636.34173714772,24476.320946714688,27326.336215225874,37.69351403359573,24476.320946714688,27326.336215225874,False,False,0,0.02667918148904569,0.0,0.787876409258818,1.0
2025-03-14 00:50:31.734158,24398.798923973907,24504.759873745836,24315.326962716754,24431.582295982902,6558.39391359521,24370.803752015763,27190.066093292706,42.33820908223384,24370.803752015763,27190.066093292706,False,False,0,0.023479452380735122,0.0,0.8063753158919149,1.0
2025-03-14 01:50:31.734158,23939.490533943932,24184.38779123705,23624.119363671445,23929.764110816435,7245.852976629524,24233.844123770017,27024.774807294776,39.532183438253305,24233.844123770017,27024.774807294776,False,False,0,-0.020539733329059784,-0.0,0.7898125819403586,1.0
2025-03-14 02:50:31.734158,23803.48442494572,23788.355068739853,23625.003142576676,23745.949014072834,2925.359149107493,24146.39822796513,26846.563756036794,39.50284360839483,24146.39822796513,26846.563756036794,False,False,0,-0.0076814420690639595,-0.0,0.7837456823467659,1.0
2025-03-14 03:50:31.734158,23978.444790893,24282.198390875157,23897.0450688673,23946.4194016821,6296.132105399492,24108.7358165693,26677.96155858688,47.52678315556185,24108.7358165693,26677.96155858688,False,False,0,0.008442298410160642,0.0,0.7903622972748122,1.0
2025-03-14 04:50:31.734158,24580.173752957562,24638.524422925413,24470.81089463445,24533.458806722636,3830.5630537220386,24094.433921911073,26514.5551821394,56.029769939181975,24094.433921911073,26514.5551821394,False,False,0,0.02451470489986085,0.0,0.8097377957564803,1.0
2025-03-14 05:50:31.734158,24410.455952887,24279.320052613184,24192.074733545964,24247.66659278258,8687.886481780679,24043.602802717618,26350.959727151523,55.926576021354606,24043.602802717618,26350.959727151523,False,False,0,-0.01164907957706074,-0.0,0.8003050957371594,1.0
2025-03-14 06:50:31.734158,24169.986147558815,24189.847543745516,24101.35435288741,24137.98353555142,7432.782136354397,23982.060865788553,26190.725121486532,49.728487594175434,23982.060865788553,26190.725121486532,False,False,0,-0.004523447928956981,-0.0,0.7966849573093134,1.0
2025-03-14 07:50:31.734158,23399.715774695684,23567.247825987237,23325.21619570475,23475.894879914926,8436.397847310916,23890.798328110955,26014.310948874667,42.458404943598765,23890.798328110955,26014.310948874667,False,False,0,-0.027429327502081602,-0.0,0.7748324246992944,1.0
2025-03-14 08:50:31.734158,22860.43717060467,23214.205171387315,22722.544889456756,22759.88323423365,2797.1415513275983,23772.68270257861,25846.501659709727,45.02500158824627,23772.68270257861,25846.501659709727,False,False,0,-0.030499865898354628,-0.0,0.751200139652269,1.0
2025-03-14 09:50:31.734158,23090.296572049363,23437.930369667927,23241.75642888424,23249.111056437287,1311.1723511701089,23723.29851142912,25709.141694403676,47.74684896558693,23723.29851142912,25709.141694403676,False,False,0,0.02149518155118546,0.0,0.7673473230353703,1.0
2025-03-14 10:50:31.734158,23934.448676393902,24115.325870761895,24017.55476799137,24064.567402346904,8654.731163288874,23736.196847388594,25594.804059791375,55.980110781630536,23736.196847388594,25594.804059791375,False,False,0,0.03507473227385316,0.0,0.7942618249518939,1.0
2025-03-14 11:50:31.734158,24063.41407605715,24050.70633469408,24007.295189804376,24023.073658165828,4480.7878037478695,23760.754042829452,25491.756277164113,59.28790527437206,23760.754042829452,25491.756277164113,False,False,0,-0.0017242671969673884,-0.0,0.7928923053413259,1.0
2025-03-14 12:50:31.734158,24690.491985941317,24875.332717295732,24447.230180508825,24626.90572566817,2617.501707209338,23783.7035584205,25396.979921320417,60.7887991056664,23783.7035584205,25396.979921320417,False,False,0,0.025135504144661702,0.0,0.8128220531685032,1.0
2025-03-14 13:50:31.734158,24690.929448128085,25119.689849954393,24822.397116716722,24845.599669463867,1827.058287405744,23807.193606075925,25317.439486683546,58.153560879977114,23807.193606075925,25317.439486683546,False,False,0,0.008880285092729201,0.0,0.820040144730297,1.0
2025-03-14 14:50:31.734158,24413.421107883827,24468.072021937165,24410.995330312486,24460.24014546792,5648.507254513821,23864.22126575408,25247.10525940744,50.24701711784272,23864.22126575408,25247.10525940744,False,False,0,-0.015510171987097032,-0.0,0.8073211810492061,1.0
2025-03-14 15:50:31.734158,24604.002759943694,24750.522810503608,24584.35586869188,24678.78983754009,2351.151573507512,23922.368274515644,25163.51999417037,56.787710740887015,23922.368274515644,25163.51999417037,False,False,0,0.008934895600878345,0.0,0.8145345115182586,1.0
2025-03-14 16:50:31.734158,25541.021448039075,25687.43992403285,25333.863988686313,25603.3241061868,6100.228219971311,24038.208848683676,25101.100483336733,64.839453559437,24038.208848683676,25101.100483336733,False,False,0,0.03746270683177322,0.0,0.8450491791276288,1.0
2025-03-14 17:50:31.734158,25704.243672582485,26164.83509923567,25544.134757132506,25583.540811487946,7545.758882614701,24173.282301687585,25037.44072157752,63.46860637386094,24173.282301687585,25037.44072157752,False,False,0,-0.0007726846177005253,-0.0,0.8443962226257165,1.0
2025-03-14 18:50:31.734158,26617.736227266636,26945.503560913774,26203.775870109017,26524.039333743476,5815.523543646269,24336.944775700693,25009.653661922635,65.4764347844765,24336.944775700693,25009.653661922635,False,False,0,0.03676185908688656,0.0,0.8754377975753823,1.0
2025-03-14 19:50:31.734158,24951.51873479768,25104.891616209097,24843.143891983647,24953.904600056754,9133.298044196328,24391.08491091623,24956.96225371298,54.57683872294727,24391.08491091623,24956.96225371298,False,False,0,-0.05919666736767426,-0.0,0.823614797471223,1.0
2025-03-14 20:50:31.734158,25379.288165469432,25591.678321954376,25240.71637315753,25448.758431449012,2400.1266190207402,24441.943717689534,24912.80260447931,58.09068556520718,24441.943717689534,24912.80260447931,False,False,0,0.01983071744977072,0.0,0.8399476698073249,1.0
2025-03-14 21:50:31.734158,25330.60045467585,25808.54838740636,25294.91830473255,25502.699001159035,5445.581259254491,24520.590462206663,24883.49944299356,63.52578769930978,24520.590462206663,24883.49944299356,False,False,0,0.002119575689923048,0.0,0.8417280024690561,1.0
2025-03-14 22:50:31.734158,25504.837886655794,25514.838757715475,25240.1384990389,25325.00691964664,2468.71413447969,24599.543357485352,24846.099817082075,68.44337848113493,24599.543357485352,24846.099817082075,False,False,0,-0.006967579451269801,-0.0,0.8358631957354943,1.0
2025-03-14 23:50:31.734158,25456.920225406924,25382.313407206406,25200.383843875992,25381.775714335065,8883.117338018918,24671.311173118003,24817.008984768043,66.3507993869712,24671.311173118003,24817.008984768043,False,False,0,0.0022416102340483413,0.0,0.8377368752293193,1.0
2025-03-15 00:50:31.734158,24105.471721205795,24242.88333785566,24101.731483253683,24190.946694341652,9390.153487160243,24654.185567498953,24767.567650476318,50.9161950851116,24654.185567498953,24767.567650476318,False,False,0,-0.0469166946156907,-0.0,0.7984330300858823,1.0
2025-03-15 01:50:31.734158,24147.42678946207,24363.097600765228,23975.847337067877,24060.855890406267,4599.96293478563,24644.845032380133,24722.710732877298,50.27043090340619,24644.845032380133,24722.710732877298,False,False,0,-0.005377664858639664,-0.0,0.7941393248380123,1.0
2025-03-15 02:50:31.734158,24268.311725563894,24287.64984561359,24150.961015237383,24276.835762080438,3751.734320638072,24651.787643706586,24659.911827922304,47.347033901226034,24651.787643706586,24659.911827922304,False,False,0,0.008976400201968326,0.0,0.8012678372338792,1.0
2025-03-15 03:50:31.734158,25129.158555804497,25826.297209922377,25041.206454134124,25165.28451769247,3513.8448588632386,24736.25712559546,24615.009618201075,52.19942512694546,24736.25712559546,24615.009618201075,True,False,1,0.036596563255568926,0.0,0.8305914863238617,1.0
2025-03-15 04:50:31.734158,24910.122879774153,24896.539192680397,24466.723252113305,24856.034715495403,8737.54611391661,24841.06469965855,24576.580697008023,52.75187793363927,24841.06469965855,24576.580697008023,False,False,1,-0.012288746506309067,-0.012288746506309067,0.8203845580981293,0.9877112534936909
2025-03-15 05:50:31.734158,24282.28949265098,24388.050417539904,24247.84467459514,24372.650882526617,7141.977321639807,24897.24169096302,24518.579313635015,47.94708135376314,24897.24169096302,24518.579313635015,False,False,1,-0.019447343009520446,-0.019447343009520446,0.8044302581970811,0.9685028939526358
2025-03-15 06:50:31.734158,24031.9322005939,24131.545926800092,23984.196905183544,24073.30898514302,8925.337491884507,24897.678770102822,24469.206969538653,38.80093647238622,24897.678770102822,24469.206969538653,False,False,1,-0.01228187688021265,-0.01228187688021265,0.7945503448071869,0.9566078606509799
2025-03-15 07:50:31.734158,24639.217030224616,25009.41110985981,24519.254210306684,24624.26258453139,2057.6514653540476,24927.7382164211,24428.31308771465,43.48508162006898,24927.7382164211,24428.31308771465,False,False,1,0.02288649224451844,0.02288649224451844,0.812734815111496,0.978501259034814
2025-03-15 08:50:31.734158,24761.23563096063,24879.0323447828,24754.87965281638,24823.225579094316,5284.25135077663,24937.554209092406,24414.880260693124,37.15519819554158,24937.554209092406,24414.880260693124,False,False,1,0.008079957476083477,0.008079957476083477,0.8193016778569295,0.9864075075981095
2025-03-15 09:50:31.734158,24589.068415449034,24762.306198647744,24320.276546523903,24507.081785601218,7085.611850185863,24920.628314899273,24411.028543813176,45.83703356550658,24920.628314899273,24411.028543813176,False,False,1,-0.012735806331283128,-0.012735806331283128,0.8088672103608484,0.9738448126176162
2025-03-15 10:50:31.734158,25048.6753977599,25018.383218506053,24577.04972433263,24816.754574236355,9073.816846775157,24938.454036337695,24410.97370130016,43.90129396661861,24938.454036337695,24410.97370130016,False,False,1,0.012636053176150908,0.012636053176150908,0.819088099443413,0.9861503674551712
2025-03-15 11:50:31.734158,24782.891140174193,25055.31116610619,24629.742571110055,24876.713432612305,4438.172925216898,24948.35021609131,24403.222190419376,43.96637728430182,24948.35021609131,24403.222190419376,False,False,1,0.0024160636394492396,0.0024160636394492396,0.8210670684179838,0.9885329695010091
2025-03-15 12:50:31.734158,25247.64552953106,25972.39831012594,25258.93054947139,25459.61275569916,3817.810654392501,24941.164648566926,24405.0380000507,51.20340996183014,24941.164648566926,24405.0380000507,False,False,1,0.02343152461300213,0.02343152461300213,0.8403059216405453,1.0116958041066362
2025-03-15 13:50:31.734158,24789.474426079283,25052.95350922488,24906.848884616542,25040.09322813987,9216.691382672612,24913.992269399525,24399.816951944158,47.13133890539676,24913.992269399525,24399.816951944158,False,False,1,-0.016477844010623355,-0.016477844010623355,0.8264594917425493,0.9950252384603648
2025-03-15 14:50:31.734158,24826.516207381916,25048.21733740362,24627.81488660872,24845.208268948336,1427.7994284714623,24830.050716159767,24394.27720242552,56.596055925165196,24830.050716159767,24394.27720242552,False,False,1,-0.007782916677503637,-0.007782916677503637,0.820027226380985,0.9872810399374147
2025-03-15 15:50:31.734158,24530.047812993726,24658.090626795987,24495.95673732173,24611.655705836165,5316.359408700221,24812.938271448736,24401.7744189537,55.43951190648871,24812.938271448736,24401.7744189537,False,False,1,-0.00940030611069842,-0.00940030611069842,0.8123187194338968,0.9780002959447143
2025-03-15 16:50:31.734158,23759.927179935807,23958.140068959125,23664.994227954863,23735.259065724014,5127.639045459248,24727.263303162486,24400.34758660503,45.26872490142927,24727.263303162486,24400.34758660503,False,False,1,-0.03560900780455545,-0.03560900780455545,0.7833928558137887,0.9431746757735614
2025-03-15 17:50:31.734158,23930.49869104732,24063.152915129154,23786.912242945968,23914.643560729884,2314.507725017309,24647.86053114103,24408.00186283265,37.529269377926425,24647.86053114103,24408.00186283265,False,False,1,0.007557722227052421,0.007557722227052421,0.7893135214126866,0.9503029279846482
2025-03-15 18:50:31.734158,23880.017944815878,24733.33831429922,23709.407532752586,24072.989052804944,4554.551000632403,24585.259637798947,24406.103335611806,41.94960789234504,24585.259637798947,24406.103335611806,False,False,1,0.006621277531189129,0.006621277531189129,0.7945397852970802,0.9565951474095362
2025-03-15 19:50:31.734158,23859.27768338318,24250.00678627315,23815.678788472545,24077.769455557544,7503.39765985135,24520.05932486007,24400.142750395855,46.637456597672816,24520.05932486007,24400.142750395855,False,False,1,0.00019857952587920558,0.00019857952587920558,0.7946975646309367,0.9567851076203672
2025-03-15 20:50:31.734158,23974.150833259453,23999.110516002147,23701.78994246452,23938.729504299572,4301.816000988285,24507.448465357964,24412.52360144375,48.407153180870665,24507.448465357964,24412.52360144375,False,False,1,-0.0057746192609166025,-0.0057746192609166025,0.7901084887676153,0.9512600379093444
2025-03-15 21:50:31.734158,23106.855472506235,23448.883430597834,22676.428035134988,23091.21938783645,3786.9443164880154,24458.966640229475,24404.030995954297,33.045503251492846,24458.966640229475,24404.030995954297,False,False,1,-0.03540330393519442,-0.03540330393519442,0.7621360377979983,0.9175822896658353
2025-03-15 22:50:31.734158,22791.91494819255,23179.99138515743,22592.73837077394,22840.54452294436,8037.059481157115,24387.15207827267,24395.11163395666,28.320757934726487,24387.15207827267,24395.11163395666,False,True,-1,-0.010855852204328942,-0.010855852204328942,0.7538624016120704,0.9076211519439132
2025-03-15 23:50:31.734158,22449.067426224414,23078.06003049798,22186.582136048124,22636.628141795423,9898.438699246617,24260.719259477817,24390.202761764376,29.03331021981211,24260.719259477817,24390.202761764376,False,False,-1,-0.008927824857419386,0.008927824857419386,0.7471320501238843,0.9157242346253577
2025-03-16 00:50:31.734158,22209.197129051106,22157.71805603251,22080.951168167765,22156.974109029572,8014.171365372517,24125.766229154524,24368.326446875344,21.279879589197975,24125.766229154524,24368.326446875344,False,False,-1,-0.021189287987650296,0.021189287987650296,0.7313008539490057,0.935127779150105
2025-03-16 01:50:31.734158,22202.21770916416,22389.428720476266,21882.842110089437,22061.91501079709,8617.089593431738,24010.22943556805,24332.14270917636,19.834665914297105,24010.22943556805,24332.14270917636,False,False,-1,-0.0042902563213153,0.0042902563213153,0.7281633858375677,0.9391397170158414
2025-03-16 02:50:31.734158,22337.06131562205,22950.84635143393,22240.568170205526,22306.057853652936,9455.506748312617,23921.866878993547,24289.632220329764,13.558401410917128,23921.866878993547,24289.632220329764,False,False,-1,0.011066257971547921,-0.011066257971547921,0.7362214297106819,0.9287469546360176
2025-03-16 03:50:31.734158,23340.159979302665,23604.447830686415,23282.819815904073,23439.481723146382,8215.952194684283,23862.627835924293,24279.82657257636,34.12332969550984,23862.627835924293,24279.82657257636,False,False,-1,0.05081237917204784,-0.05081237917204784,0.7736305921517282,0.8815551122221676
2025-03-16 04:50:31.734158,23551.1858528644,23632.557612749162,23491.11579414549,23545.9407396126,9823.188608350372,23798.76359395021,24275.826407087156,36.8822860449772,23798.76359395021,24275.826407087156,False,False,-1,0.0045418673383503805,-0.0045418673383503805,0.7771443196701708,0.87755120585101
2025-03-16 05:50:31.734158,23540.28387101916,23941.386483901868,23701.748841652538,23702.183302813384,7725.5582928135545,23758.51866981082,24270.94168510978,40.67213487360678,23758.51866981082,24270.94168510978,False,False,-1,0.006635647516853194,-0.006635647516853194,0.7823011754452268,0.8717280853709932
2025-03-16 06:50:31.734158,23784.380751273984,24184.165633635937,23421.806577906536,23659.228082120808,6953.7029605051775,23700.64234520504,24253.457070617747,49.05939228504128,23700.64234520504,24253.457070617747,False,False,-1,-0.0018122896166902214,0.0018122896166902214,0.7808834191478429,0.8733079091286884
2025-03-16 07:50:31.734158,22518.88912966017,22673.715063954514,21918.006045209353,22509.6776817085,7240.136943246623,23582.29055765985,24218.697292396264,35.98329239445573,23582.29055765985,24218.697292396264,False,False,-1,-0.04858782359349323,0.04858782359349323,0.7429419933312037,0.9157400397602357
2025-03-16 08:50:31.734158,22296.603978081523,22686.258425421896,22288.814013168576,22495.481685206098,9100.736440974855,23434.0840041352,24185.84725538936,33.79585600817339,23434.0840041352,24185.84725538936,False,False,-1,-0.0006306619180931339,0.0006306619180931339,0.7424734481086575,0.9163175621301856
